StoreKey,GeographyKey,StoreManager,StoreType,StoreName,StoreDescription,Status,OpenDate,CloseDate,EntityKey,ZipCode,ZipCodeExtension,StorePhone,StoreFax,AddressLine1,AddressLine2,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate,GeoLocation,Geometry,ETLLoadID,LoadDate,UpdateDate
121,804,140,"Store","Contoso Brooklyn Store","Contoso Brooklyn Store","On",2004-09-19 00:00:00.000,,755,"11238","11238","158-555-0191","158-555-0191","Flatbush Ave St","Flatbush Ave St","",47,1125,2009-06-16 00:00:00.000,"POINT (-73.973 40.677)","POINT (-73.973 40.677)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
124,922,132,"Store","Contoso Rochester No.2 Store","Contoso Rochester No.2 Store","On",2004-12-22 00:00:00.000,,758,"14608","14608","510-555-0121","510-555-0121","Canal St","Canal St","",25,700,2009-06-16 00:00:00.000,"POINT (-77.6225 43.1606)","POINT (-77.6225 43.1606)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
126,823,144,"Store","Contoso Elmira Store","Contoso Elmira Store","On",2004-02-24 00:00:00.000,,760,"14901","14901","139-555-0120","139-555-0120","Columbia St","Columbia St","",26,680,2009-06-16 00:00:00.000,"POINT (-76.8128 42.0964)","POINT (-76.8128 42.0964)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
131,891,147,"Store","Contoso Newark No.2 Store","Contoso Newark No.2 Store","On",2004-09-29 00:00:00.000,,765,"7102","7102","200-555-0112","200-555-0112","Edison PI St","Edison PI St","",17,462,2009-06-16 00:00:00.000,"POINT (-74.1742 40.734)","POINT (-74.1742 40.734)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
134,814,150,"Store","Contoso Clifton Store","Contoso Clifton Store","On",2004-01-24 00:00:00.000,,768,"7013","7013","417-555-0154","417-555-0154","Kowal Downtown","Kowal Downtown","",26,680,2009-06-16 00:00:00.000,"POINT (-74.1567 40.8647)","POINT (-74.1567 40.8647)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
136,907,152,"Store","Contoso Passaic Store","Contoso Passaic Store","On",2004-03-16 00:00:00.000,,770,"7055","7055","180-555-0136","180-555-0136","190 Paulison Ave","190 Paulison Ave","",33,560,2009-06-16 00:00:00.000,"POINT (-74.1253 40.8608)","POINT (-74.1253 40.8608)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
139,886,155,"Store","Contoso New Brunswick Store","Contoso New Brunswick Store","On",2004-06-19 00:00:00.000,,773,"8901","8901","533-555-0111","533-555-0111","Suydam St","Suydam St","",17,462,2009-06-16 00:00:00.000,"POINT (-74.4404 40.4881)","POINT (-74.4404 40.4881)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
141,788,157,"Store","Contoso Atlantic City Store","Contoso Atlantic City Store","On",2004-08-21 00:00:00.000,,775,"8401","8401","446-555-0118","446-555-0118","Pacific Ave","Pacific Ave","",26,680,2009-06-16 00:00:00.000,"POINT (-74.4382 39.3667)","POINT (-74.4382 39.3667)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
144,882,160,"Store","Contoso Morristown Store","Contoso Morristown Store","On",2004-11-24 00:00:00.000,,778,"7960","7960","646-555-0185","646-555-0185","Washington St","Washington St","",47,1125,2009-06-16 00:00:00.000,"POINT (-74.4785 40.7985)","POINT (-74.4785 40.7985)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
146,802,162,"Store","Contoso Boston Store","Contoso Boston Store","On",2004-11-06 00:00:00.000,,780,"2210","2210","615-555-0110","615-555-0110","Channel Center St","Channel Center St","",17,460,2009-06-16 00:00:00.000,"POINT (-71.0637 42.3646)","POINT (-71.0637 42.3646)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
149,885,164,"Store","Contoso New Bedford Store","Contoso New Bedford Store","On",2004-02-19 00:00:00.000,,783,"2740","2740","965-555-0155","965-555-0155","Palmer CityCenter","Palmer CityCenter","",26,680,2009-06-16 00:00:00.000,"POINT (-70.9511 41.6396)","POINT (-70.9511 41.6396)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
151,868,166,"Store","Contoso Lowell Store","Contoso Lowell Store","On",2004-02-21 00:00:00.000,,785,"1852","1852","181-555-0124","181-555-0124","Gorham Citycenter","Gorham Citycenter","",33,560,2009-06-16 00:00:00.000,"POINT (-71.3105 42.6342)","POINT (-71.3105 42.6342)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
154,917,169,"Store","Contoso Quincy Store","Contoso Quincy Store","On",2004-02-18 00:00:00.000,,788,"2169","2169","870-555-0122","870-555-0122","Thomas E Burgin St","Thomas E Burgin St","",17,462,2009-06-16 00:00:00.000,"POINT (-71.0074 42.2544)","POINT (-71.0074 42.2544)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
156,449,171,"Store","Contoso Cambridge Store","Contoso Cambridge Store","On",2004-04-20 00:00:00.000,,790,"2138","2138","594-555-0110","594-555-0110","8 Story St  Shopping mall","8 Story St  Shopping mall","",26,680,2009-06-16 00:00:00.000,"POINT (-71.1193 42.3773)","POINT (-71.1193 42.3773)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
159,869,174,"Store","Contoso Lynn Store","Contoso Lynn Store","On",2004-07-23 00:00:00.000,,793,"1904","1904","869-555-0119","869-555-0119","Congress Rd","Congress Rd","",33,560,2009-06-16 00:00:00.000,"POINT (-70.9579 42.4703)","POINT (-70.9579 42.4703)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
161,848,176,"Store","Contoso Holyoke Store","Contoso Holyoke Store","On",2004-08-25 00:00:00.000,,795,"1040","1040","819-555-0198","819-555-0198","Old Jarvis Ave","Old Jarvis Ave","",22,500,2009-06-16 00:00:00.000,"POINT (-72.6368 42.2158)","POINT (-72.6368 42.2158)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
164,914,179,"Store","Contoso Provincetown Store","Contoso Provincetown Store","On",2004-12-02 00:00:00.000,,798,"2657","2657","181-555-0156","181-555-0156","Alden St","Alden St","",26,680,2009-06-16 00:00:00.000,"POINT (-70.1874 42.053)","POINT (-70.1874 42.053)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
166,795,181,"Store","Contoso Bangor Store","Contoso Bangor Store","On",2004-10-17 00:00:00.000,,800,"4401","4401","201-555-0163","201-555-0163","Woodland Dr St Shopping mall","Woodland Dr St Shopping mall","",33,560,2009-06-16 00:00:00.000,"POINT (-68.7923 44.8418)","POINT (-68.7923 44.8418)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
169,862,184,"Store","Contoso Lewiston Store","Contoso Lewiston Store","On",2004-02-20 00:00:00.000,,803,"4240","4240","140-555-0132","140-555-0132","50 Kevin St","50 Kevin St","",17,460,2009-06-16 00:00:00.000,"POINT (-70.1662 44.0905)","POINT (-70.1662 44.0905)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
171,932,186,"Store","Contoso South Portland Store","Contoso South Portland Store","On",2004-02-22 00:00:00.000,,805,"4106","4106","990-555-0172","990-555-0172","Robert Mills St","Robert Mills St","",25,700,2009-06-16 00:00:00.000,"POINT (-70.2933 43.6321)","POINT (-70.2933 43.6321)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
174,948,189,"Store","Contoso Waterbury Store","Contoso Waterbury Store","On",2004-03-19 00:00:00.000,,808,"6702","6702","238-555-0116","238-555-0116","192 Bank St Shopping mall","192 Bank St Shopping mall","",33,560,2009-06-16 00:00:00.000,"POINT (-73.0423 41.5569)","POINT (-73.0423 41.5569)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
176,816,191,"Store","Contoso Darien Store","Contoso Darien Store","On",2004-05-21 00:00:00.000,,810,"6820","6820","438-555-0172","438-555-0172","Lakeside Ave Shopping mall","Lakeside Ave Shopping mall","",22,500,2009-06-16 00:00:00.000,"POINT (-73.47 41.0801)","POINT (-73.47 41.0801)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
179,889,194,"Store","Contoso New London Store","Contoso New London Store","On",2004-08-24 00:00:00.000,,813,"6320","6320","156-555-0199","156-555-0199","Jefferson Ave","Jefferson Ave","",26,680,2009-06-16 00:00:00.000,"POINT (-72.105 41.3503)","POINT (-72.105 41.3503)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
181,946,196,"Store","Contoso Virginia Beach Store","Contoso Virginia Beach Store","On",2004-10-26 00:00:00.000,,815,"23451","23451","753-555-0129","753-555-0129","Atlantic Shopping mall","Atlantic Shopping mall","",19,455,2009-06-16 00:00:00.000,"POINT (-75.9828 36.8675)","POINT (-75.9828 36.8675)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
186,811,200,"Store","Contoso Charlottesville Store","Contoso Charlottesville Store","On",2004-02-18 00:00:00.000,,820,"22903","22903","751-555-0134","751-555-0134","Grady Ave StShopping mall","Grady Ave StShopping mall","",25,700,2009-06-16 00:00:00.000,"POINT (-78.4904 38.0389)","POINT (-78.4904 38.0389)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
189,841,203,"Store","Contoso Greenville Store","Contoso Greenville Store","On",2004-02-21 00:00:00.000,,823,"29601","29601","517-555-0122","517-555-0122","Lavinia St Shopping mall","Lavinia St Shopping mall","",33,560,2009-06-16 00:00:00.000,"POINT (-82.392 34.8564)","POINT (-82.392 34.8564)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
191,785,205,"Store","Contoso Annapolis Store","Contoso Annapolis Store","On",2004-01-17 00:00:00.000,,825,"21401","21401","908-555-0159","908-555-0159","Cherry Grove Ave Shopping mall","Cherry Grove Ave Shopping mall","",22,500,2009-06-16 00:00:00.000,"POINT (-76.5222 38.9768)","POINT (-76.5222 38.9768)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
194,920,208,"Store","Contoso Ridgely Store","Contoso Ridgely Store","On",2004-04-20 00:00:00.000,,828,"21660","21660","310-555-0133","310-555-0133","Deerfield St","Deerfield St","",25,700,2009-06-16 00:00:00.000,"POINT (-75.8843 38.9479)","POINT (-75.8843 38.9479)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
196,905,210,"Store","Contoso Parkville Store","Contoso Parkville Store","On",2004-06-22 00:00:00.000,,830,"21234","21234","949-555-0174","949-555-0174","Parkville St Shopping mall","Parkville St Shopping mall","",19,455,2009-06-16 00:00:00.000,"POINT (-76.5569 39.3812)","POINT (-76.5569 39.3812)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
201,506,219,"Store","Contoso London Store","Contoso London Store","On",2004-11-27 00:00:00.000,,833,"","","927-555-0168","927-555-0168","London, W1C 1HG, United Kingdom","London, W1C 1HG, United Kingdom","",17,462,2009-06-16 00:00:00.000,"POINT (-0.126171 51.5005)","POINT (-0.126171 51.5005)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
204,576,222,"Store","Contoso York Store","Contoso York Store","On",2004-08-27 00:00:00.000,,836,"","","848-555-0163","848-555-0163","Spurriergate York, North Yorkshire Citycenter, United Kingdom","Spurriergate York, North Yorkshire Citycenter, United Kingdom","",78,680,2009-06-16 00:00:00.000,"POINT (-1.08318 53.9583)","POINT (-1.08318 53.9583)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
206,761,224,"Store","Contoso Manchester Store","Contoso Manchester Store","On",2004-06-19 00:00:00.000,,838,"","","869-555-0125","869-555-0125"," Windsor Ave Failsworth, Manchester Citycenter, United Kingdom"," Windsor Ave Failsworth, Manchester Citycenter, United Kingdom","",11,680,2009-06-16 00:00:00.000,"POINT (-2.2364 53.4823)","POINT (-2.2364 53.4823)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
209,738,227,"Store","Contoso Baildon Store","Contoso Baildon Store","On",2004-09-22 00:00:00.000,,841,"","","138-555-0118","138-555-0118","West Ln, Baildon, Shipley Citycenter, United","West Ln, Baildon, Shipley Citycenter, United","",32,680,2009-06-16 00:00:00.000,"POINT (-1.78562 53.8476)","POINT (-1.78562 53.8476)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
211,774,229,"Store","Contoso Stockport Store","Contoso Stockport Store","On",2004-11-24 00:00:00.000,,843,"","","224-555-0187","224-555-0187","Buxton Rd High Lane, Stockport Citycenter, United Kingdom","Buxton Rd High Lane, Stockport Citycenter, United Kingdom","",34,680,2009-06-16 00:00:00.000,"POINT (-2.15023 53.4097)","POINT (-2.15023 53.4097)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
214,501,232,"Store","Contoso Leeds Store","Contoso Leeds Store","On",2004-06-27 00:00:00.000,,846,"","","407-555-0165","407-555-0165","Leeds Citycenter, United Kingdom","Leeds Citycenter, United Kingdom","",25,680,2009-06-16 00:00:00.000,"POINT (-1.55319 53.8023)","POINT (-1.55319 53.8023)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
216,762,234,"Store","Contoso Marseille Store","Contoso Marseille Store","On",2008-04-29 00:00:00.000,,854,"13006","13006","142-555-0139","142-555-0139","Citycenter Marseille, France","Citycenter Marseille, France","",13,680,2009-06-16 00:00:00.000,"POINT (5.37918 43.2997)","POINT (5.37918 43.2997)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
219,767,237,"Store","Contoso Nice Store","Contoso Nice Store","On",2004-02-02 00:00:00.000,,857,"51000","51000","315-555-0144","315-555-0144","Citycenter Reims, France","Citycenter Reims, France","",32,680,2009-06-16 00:00:00.000,"POINT (7.26334 43.7066)","POINT (7.26334 43.7066)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
221,775,239,"Store","Contoso Strasbourg Store","Contoso Strasbourg Store","On",2004-09-04 00:00:00.000,,859,"67000","67000","310-555-0117","310-555-0117","Downtown Strasbourg, France","Downtown Strasbourg, France","",10,630,2009-06-16 00:00:00.000,"POINT (7.74193 48.5848)","POINT (7.74193 48.5848)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
224,749,242,"Store","Contoso Firenze Store","Contoso Firenze Store","On",2004-12-07 00:00:00.000,,862,"50122","50122","110-555-0112","110-555-0112","","","",45,500,2009-06-16 00:00:00.000,"POINT (11.2548 43.7721)","POINT (11.2548 43.7721)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
226,763,244,"Store","Contoso Milan Store","Contoso Milan Store","On",2004-04-09 00:00:00.000,,864,"20149","20149","202-555-0187","202-555-0187","","","",23,500,2009-06-16 00:00:00.000,"POINT (9.18594 45.4669)","POINT (9.18594 45.4669)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
231,752,248,"Store","Contoso Hofheim Store","Contoso Hofheim Store","On",2004-06-17 00:00:00.000,,869,"65719","65719","405-555-0171","405-555-0171","Citycenter Hofheim am Taunus, Germany","Citycenter Hofheim am Taunus, Germany","",25,500,2009-06-16 00:00:00.000,"POINT (8.44643 50.0889)","POINT (8.44643 50.0889)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
234,747,251,"Store","Contoso Dusseldorf Store","Contoso Dusseldorf Store","On",2007-09-12 00:00:00.000,,872,"40229","40229","283-555-0185","283-555-0185","Citycenter, Düsseldorf, Germany","Citycenter, Düsseldorf, Germany","",24,500,2009-06-16 00:00:00.000,"POINT (6.7717 51.2284)","POINT (6.7717 51.2284)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
236,739,253,"Store","Contoso Baumholder Store","Contoso Baumholder Store","On",2004-06-25 00:00:00.000,,874,"55774","55774","733-555-0128","733-555-0128","Shopping Mall Baumholder, Germany","Shopping Mall Baumholder, Germany","",28,500,2009-06-16 00:00:00.000,"POINT (7.33818 49.6241)","POINT (7.33818 49.6241)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
239,765,256,"Store","Contoso Munich Store","Contoso Munich Store","On",2006-02-28 00:00:00.000,,877,"80331","80331","497-555-0181","497-555-0181","Citycenter München, Germany","Citycenter München, Germany","",18,500,2009-06-16 00:00:00.000,"POINT (11.5755 48.1432)","POINT (11.5755 48.1432)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
241,745,258,"Store","Contoso Copenhagen Store","Contoso Copenhagen Store","On",2004-04-30 00:00:00.000,,879,"","","123-555-0167","123-555-0167","Ny Carlsbergvej 14 St, Denmark","Ny Carlsbergvej 14 St, Denmark","",25,680,2009-06-16 00:00:00.000,"POINT (12.5663 55.6791)","POINT (12.5663 55.6791)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
244,758,261,"Store","Contoso Ljubljana Store","Contoso Ljubljana Store","On",2004-07-02 00:00:00.000,,882,"1000","1000","129-555-0199","129-555-0199","Citycenter Ljubljana, Slovenia","Citycenter Ljubljana, Slovenia","",36,680,2009-06-16 00:00:00.000,"POINT (14.5033 46.0532)","POINT (14.5033 46.0532)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
246,740,263,"Store","Contoso Berne Store","Contoso Berne Store","On",2004-04-20 00:00:00.000,,884,"","","590-555-0152","590-555-0152","","","",53,680,2009-06-16 00:00:00.000,"POINT (7.44598 46.9512)","POINT (7.44598 46.9512)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
249,746,266,"Store","Contoso Dublin Store","Contoso Dublin Store","On",2006-02-20 00:00:00.000,,887,"","","720-555-0158","720-555-0158","Pconnell Street Upper Dublin, DUBLIN 1, Ireland","Pconnell Street Upper Dublin, DUBLIN 1, Ireland","",55,680,2009-06-16 00:00:00.000,"POINT (-6.26907 53.3452)","POINT (-6.26907 53.3452)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
251,728,268,"Store","Contoso Singapore Store","Contoso Singapore Store","On",2004-04-22 00:00:00.000,,848,"302699","302699","842-555-0158","842-555-0158","Havelock Road Shopping mall, Singapore","Havelock Road Shopping mall, Singapore","",27,480,2009-06-16 00:00:00.000,"POINT (103.848 1.29216)","POINT (103.848 1.29216)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
254,734,295,"Store","Contoso Yerevan Store","Contoso Yerevan Store","On",2004-03-28 00:00:00.000,,891,"10","10","919-555-0140","919-555-0140","Amiryan Street Yerevan,  Armenia","Amiryan Street Yerevan,  Armenia","",15,480,2009-06-16 00:00:00.000,"POINT (44.4967 40.1621)","POINT (44.4967 40.1621)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
256,721,270,"Store","Contoso Mumbai Store","Contoso Mumbai Store","On",2004-07-30 00:00:00.000,,893,"201901","201901","425-555-0117","425-555-0117","Mumbai Citycenter, Maharashtra, India","Mumbai Citycenter, Maharashtra, India","",35,480,2009-06-16 00:00:00.000,"POINT (72.8503 19.0271)","POINT (72.8503 19.0271)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
259,716,273,"Store","Contoso Hong Kong No.1 Store","Contoso Hong Kong No.1 Store","On",2004-08-03 00:00:00.000,,896,"","","500-555-0172","500-555-0172","Hong Kong,  New Town Plaza‎","Hong Kong,  New Town Plaza‎","",35,480,2009-06-16 00:00:00.000,"POINT (114.203 22.3196)","POINT (114.203 22.3196)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
261,714,275,"Store","Contoso Damascus No.1 Store","Contoso Damascus No.1 Store","On",2007-10-05 00:00:00.000,,898,"35005","35005","582-555-0148","582-555-0148","Nissan Street, Mezze Damascus, Syria","Nissan Street, Mezze Damascus, Syria","",35,480,2009-06-16 00:00:00.000,"POINT (36.3071 33.5322)","POINT (36.3071 33.5322)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
264,708,278,"Store","Contoso Ashgabat No.1 Store","Contoso Ashgabat No.1 Store","On",2004-01-18 00:00:00.000,,901,"744000","744000","521-555-0113","521-555-0113","Gorogly Street, Turkmenistan","Gorogly Street, Turkmenistan","",68,480,2009-06-16 00:00:00.000,"POINT (58.3704 38.0005)","POINT (58.3704 38.0005)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
271,722,284,"Store","Contoso Nagoya Store","Contoso Nagoya Store","On",2008-08-18 00:00:00.000,,908,"40175","40175","719-555-0181","719-555-0181","North district  Nagoya,Japan","North district  Nagoya,Japan","",50,480,2009-06-16 00:00:00.000,"POINT (11.5041 48.1212)","POINT (11.5041 48.1212)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
273,719,286,"Store","Contoso Kyoto Store","Contoso Kyoto Store","On",2009-09-02 00:00:00.000,,910,"","","473-555-0117","473-555-0117","Kyoto centre district","Kyoto centre district","",50,480,2009-06-16 00:00:00.000,"POINT (135.765 35.012)","POINT (135.765 35.012)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
276,711,289,"Store","Contoso Bishkek Store","Contoso Bishkek Store","On",2006-08-13 00:00:00.000,,913,"720005","720005","238-555-0197","238-555-0197","Biskek shopping mall, Chuskaya Oblast Kyrgyzstan","Biskek shopping mall, Chuskaya Oblast Kyrgyzstan","",50,480,2009-06-16 00:00:00.000,"POINT (74.5876 42.8705)","POINT (74.5876 42.8705)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
278,733,291,"Store","Contoso Urumqi Store","Contoso Urumqi Store","On",2005-07-15 00:00:00.000,,850,"830000","830000","970-555-0138","970-555-0138","Ulaanbaatar, Ulaanbaatar Mongolia","Ulaanbaatar, Ulaanbaatar Mongolia","",50,480,2009-06-16 00:00:00.000,"POINT (87.5863 43.7831)","POINT (87.5863 43.7831)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
3,856,36,"Store","Contoso Kennewick Store","Contoso Kennewick Store","On",2004-02-12 00:00:00.000,,934,"97001","97003","212-555-0187","212-555-0187","Kennewick,  Downtown","Kennewick,  Downtown","",26,680,2009-06-18 00:00:00.000,"POINT (-119.181 46.2005)","POINT (-119.181 46.2005)",1,2008-11-21 00:00:00.000,2008-11-21 00:00:00.000
8,935,41,"Store","Contoso Sunnyside Store","Contoso Sunnyside Store","On",2004-07-02 00:00:00.000,,642,"97001","97008","913-555-0172","913-555-0172","Sunnyside, WA Citycenter","Sunnyside, WA Citycenter","",17,460,2009-06-18 00:00:00.000,"POINT (-120.007 46.3182)","POINT (-120.007 46.3182)",1,2009-02-11 00:00:00.000,2009-06-13 00:00:00.000
13,930,46,"Store","Contoso Snoqualmie Store","Contoso Snoqualmie Store","On",2004-12-22 00:00:00.000,,647,"97001","97013","122-555-0189","122-555-0189","Snoqualmie, Citycenter","Snoqualmie, Citycenter","",33,560,2009-06-18 00:00:00.000,"POINT (-121.823 47.5276)","POINT (-121.823 47.5276)",1,2009-05-25 00:00:00.000,2009-05-25 00:00:00.000
18,944,50,"Store","Contoso Veradale Store","Contoso Veradale Store","On",2004-07-27 00:00:00.000,,652,"97001","97018","632-555-0129","632-555-0129","Veradale, Citycenter","Veradale, Citycenter","",26,680,2009-06-18 00:00:00.000,"POINT (-117.208 47.6541)","POINT (-117.208 47.6541)",1,2009-07-10 00:00:00.000,2009-06-18 00:00:00.000
23,836,55,"Store","Contoso Grand Junction Store","Contoso Grand Junction Store","On",2004-01-24 00:00:00.000,,657,"87001","87004","913-555-0196","913-555-0196","Grand Junction Downtown","Grand Junction Downtown","",17,460,2009-06-18 00:00:00.000,"POINT (-108.568 39.0938)","POINT (-108.568 39.0938)",1,2009-07-10 00:00:00.000,2009-06-18 00:00:00.000
28,809,60,"Store","Contoso Castle Rock Store","Contoso Castle Rock Store","On",2004-06-19 00:00:00.000,,662,"87001","87009","115-555-0179","115-555-0179","Castle Rock Downtown","Castle Rock Downtown","",33,560,2009-06-18 00:00:00.000,"POINT (-104.86 39.3821)","POINT (-104.86 39.3821)",1,2009-07-10 00:00:00.000,2009-06-18 00:00:00.000
33,799,64,"Store","Contoso Berthoud Store","Contoso Berthoud Store","On",2004-11-24 00:00:00.000,,667,"87001","87014","668-555-0130","668-555-0130","Berthoud, CO St","Berthoud, CO St","",26,680,2009-06-18 00:00:00.000,"POINT (7.61146 47.0608)","POINT (7.61146 47.0608)",1,2009-05-10 00:00:00.000,2009-06-18 00:00:00.000
38,940,67,"Store","Contoso Thornton Store","Contoso Thornton Store","On",2003-04-29 00:00:00.000,,672,"87001","87019","333-555-0173","333-555-0173","Shopping mall, Citycenter","Shopping mall, Citycenter","",22,500,2009-06-18 00:00:00.000,"POINT (-104.941 39.9192)","POINT (-104.941 39.9192)",1,2009-05-10 00:00:00.000,2009-06-18 00:00:00.000
43,786,72,"Store","Contoso Appleton Store","Contoso Appleton Store","On",2003-09-04 00:00:00.000,,677,"54001","54003","164-555-0164","164-555-0164","Appleton, WI Newark St","Appleton, WI Newark St","",33,560,2009-06-18 00:00:00.000,"POINT (-88.4061 44.2614)","POINT (-88.4061 44.2614)",1,2009-07-10 00:00:00.000,2009-06-18 00:00:00.000
53,821,138,"Store","Contoso East Troy Store","Contoso East Troy Store","On",2004-08-18 00:00:00.000,,687,"54001","54013","191-555-0112","191-555-0112","East Troy, DW St Shopping mall","East Troy, DW St Shopping mall","",22,500,2009-06-18 00:00:00.000,"POINT (-88.4053 42.7863)","POINT (-88.4053 42.7863)",1,2009-07-10 00:00:00.000,2009-06-18 00:00:00.000
58,928,80,"Store","Contoso Sheboygan Store","Contoso Sheboygan Store","On",2004-12-26 00:00:00.000,,692,"54001","54018","319-555-0139","319-555-0139","Sheboygan, WIAmsterdam Ave","Sheboygan, WIAmsterdam Ave","",19,455,2009-06-18 00:00:00.000,"POINT (-87.7324 43.7446)","POINT (-87.7324 43.7446)",1,2009-07-10 00:00:00.000,2009-06-18 00:00:00.000
63,822,85,"Store","Contoso Edgerton Store","Contoso Edgerton Store","On",2004-05-31 00:00:00.000,,697,"54001","54023","679-555-0113","679-555-0113","Edgerton, WI Broadway","Edgerton, WI Broadway","",25,700,2009-06-18 00:00:00.000,"POINT (-89.0699 42.8339)","POINT (-89.0699 42.8339)",1,2009-07-10 00:00:00.000,2009-06-18 00:00:00.000
68,849,88,"Store","Contoso Houston No.3 Store","Contoso Houston No.3 Store","On",2004-07-02 00:00:00.000,,702,"70001","77010","226-555-0197","226-555-0197","Texas Houston Brewster St","Texas Houston Brewster St","",22,500,2009-06-18 00:00:00.000,"POINT (-95.0194 29.6618)","POINT (-95.0194 29.6618)",1,2009-05-10 00:00:00.000,2009-06-18 00:00:00.000
73,929,92,"Store","Contoso Shreveport Store","Contoso Shreveport Store","On",2004-10-17 00:00:00.000,,707,"70001","77002","522-555-0147","522-555-0147","Texas Houston 1300 Baker St","Texas Houston 1300 Baker St","",19,455,2009-06-18 00:00:00.000,"POINT (-93.7518 32.5225)","POINT (-93.7518 32.5225)",1,2009-05-10 00:00:00.000,2009-06-18 00:00:00.000
78,798,95,"Store","Contoso Beaumont No.2 Store","Contoso Beaumont No.2 Store","On",2004-02-22 00:00:00.000,,712,"70001","77046","808-555-0172","808-555-0172","Beaumont, TX Downtown","Beaumont, TX Downtown","",25,700,2009-06-18 00:00:00.000,"POINT (-94.1106 30.1029)","POINT (-94.1106 30.1029)",1,2009-05-10 00:00:00.000,2009-06-18 00:00:00.000
83,906,101,"Store","Contoso Pasadena Store","Contoso Pasadena Store","On",2004-05-21 00:00:00.000,,717,"70001","77003","314-555-0113","314-555-0113","Pasadena, TX St Shopping mall","Pasadena, TX St Shopping mall","",47,1125,2009-06-18 00:00:00.000,"POINT (-118.133 34.1482)","POINT (-118.133 34.1482)",1,2009-05-10 00:00:00.000,2009-06-18 00:00:00.000
