Datekey,Year,Month,Month Name,Start of Month,Quarter,Quarter Name,Week of Year,Start of Week,Day of Week,Day Name,Weekend Flag,IsWeekend
2017-09-28 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",39,2017-09-24 00:00:00.000,4,"Thu",0,"Workday"
2018-07-05 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",27,2018-07-01 00:00:00.000,4,"Thu",0,"Workday"
2018-07-12 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",28,2018-07-08 00:00:00.000,4,"Thu",0,"Workday"
2018-07-19 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",29,2018-07-15 00:00:00.000,4,"Thu",0,"Workday"
2018-07-26 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",30,2018-07-22 00:00:00.000,4,"Thu",0,"Workday"
2018-08-02 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",31,2018-07-29 00:00:00.000,4,"Thu",0,"Workday"
2018-08-09 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",32,2018-08-05 00:00:00.000,4,"Thu",0,"Workday"
2018-08-16 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",33,2018-08-12 00:00:00.000,4,"Thu",0,"Workday"
2018-08-23 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",34,2018-08-19 00:00:00.000,4,"Thu",0,"Workday"
2018-08-30 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",35,2018-08-26 00:00:00.000,4,"Thu",0,"Workday"
2018-09-06 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",36,2018-09-02 00:00:00.000,4,"Thu",0,"Workday"
2018-09-13 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",37,2018-09-09 00:00:00.000,4,"Thu",0,"Workday"
2018-09-20 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",38,2018-09-16 00:00:00.000,4,"Thu",0,"Workday"
2018-09-27 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",39,2018-09-23 00:00:00.000,4,"Thu",0,"Workday"
2019-07-04 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",27,2019-06-30 00:00:00.000,4,"Thu",0,"Workday"
2019-07-11 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",28,2019-07-07 00:00:00.000,4,"Thu",0,"Workday"
2019-07-18 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",29,2019-07-14 00:00:00.000,4,"Thu",0,"Workday"
2019-07-25 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",30,2019-07-21 00:00:00.000,4,"Thu",0,"Workday"
2019-08-01 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",31,2019-07-28 00:00:00.000,4,"Thu",0,"Workday"
2019-08-08 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",32,2019-08-04 00:00:00.000,4,"Thu",0,"Workday"
2019-08-15 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",33,2019-08-11 00:00:00.000,4,"Thu",0,"Workday"
2019-08-22 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",34,2019-08-18 00:00:00.000,4,"Thu",0,"Workday"
2019-08-29 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",35,2019-08-25 00:00:00.000,4,"Thu",0,"Workday"
2019-09-05 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",36,2019-09-01 00:00:00.000,4,"Thu",0,"Workday"
2019-09-12 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",37,2019-09-08 00:00:00.000,4,"Thu",0,"Workday"
2019-09-19 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",38,2019-09-15 00:00:00.000,4,"Thu",0,"Workday"
2019-09-26 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",39,2019-09-22 00:00:00.000,4,"Thu",0,"Workday"
2020-07-02 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",27,2020-06-28 00:00:00.000,4,"Thu",0,"Workday"
2020-07-09 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",28,2020-07-05 00:00:00.000,4,"Thu",0,"Workday"
2020-07-16 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",29,2020-07-12 00:00:00.000,4,"Thu",0,"Workday"
2020-07-23 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",30,2020-07-19 00:00:00.000,4,"Thu",0,"Workday"
2020-07-30 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",31,2020-07-26 00:00:00.000,4,"Thu",0,"Workday"
2020-08-06 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",32,2020-08-02 00:00:00.000,4,"Thu",0,"Workday"
2020-08-13 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",33,2020-08-09 00:00:00.000,4,"Thu",0,"Workday"
2020-08-20 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",34,2020-08-16 00:00:00.000,4,"Thu",0,"Workday"
2020-08-27 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",35,2020-08-23 00:00:00.000,4,"Thu",0,"Workday"
2020-09-03 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",36,2020-08-30 00:00:00.000,4,"Thu",0,"Workday"
2020-09-10 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",37,2020-09-06 00:00:00.000,4,"Thu",0,"Workday"
2020-09-17 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",38,2020-09-13 00:00:00.000,4,"Thu",0,"Workday"
2020-09-24 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",39,2020-09-20 00:00:00.000,4,"Thu",0,"Workday"
2021-07-01 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",27,2021-06-27 00:00:00.000,4,"Thu",0,"Workday"
2021-07-08 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",28,2021-07-04 00:00:00.000,4,"Thu",0,"Workday"
2021-07-15 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",29,2021-07-11 00:00:00.000,4,"Thu",0,"Workday"
2021-07-22 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",30,2021-07-18 00:00:00.000,4,"Thu",0,"Workday"
2021-07-29 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",31,2021-07-25 00:00:00.000,4,"Thu",0,"Workday"
2021-08-05 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",32,2021-08-01 00:00:00.000,4,"Thu",0,"Workday"
2021-08-12 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",33,2021-08-08 00:00:00.000,4,"Thu",0,"Workday"
2021-08-19 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",34,2021-08-15 00:00:00.000,4,"Thu",0,"Workday"
2021-08-26 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",35,2021-08-22 00:00:00.000,4,"Thu",0,"Workday"
2021-09-02 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",36,2021-08-29 00:00:00.000,4,"Thu",0,"Workday"
2021-09-09 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",37,2021-09-05 00:00:00.000,4,"Thu",0,"Workday"
2021-09-16 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",38,2021-09-12 00:00:00.000,4,"Thu",0,"Workday"
2021-09-23 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",39,2021-09-19 00:00:00.000,4,"Thu",0,"Workday"
2021-09-30 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",40,2021-09-26 00:00:00.000,4,"Thu",0,"Workday"
2022-07-07 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",28,2022-07-03 00:00:00.000,4,"Thu",0,"Workday"
2022-07-14 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",29,2022-07-10 00:00:00.000,4,"Thu",0,"Workday"
2022-07-21 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",30,2022-07-17 00:00:00.000,4,"Thu",0,"Workday"
2022-07-28 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",31,2022-07-24 00:00:00.000,4,"Thu",0,"Workday"
2022-08-04 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",32,2022-07-31 00:00:00.000,4,"Thu",0,"Workday"
2022-08-11 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",33,2022-08-07 00:00:00.000,4,"Thu",0,"Workday"
2022-08-18 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",34,2022-08-14 00:00:00.000,4,"Thu",0,"Workday"
2022-08-25 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",35,2022-08-21 00:00:00.000,4,"Thu",0,"Workday"
2022-09-01 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",36,2022-08-28 00:00:00.000,4,"Thu",0,"Workday"
2022-09-08 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",37,2022-09-04 00:00:00.000,4,"Thu",0,"Workday"
2022-09-15 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",38,2022-09-11 00:00:00.000,4,"Thu",0,"Workday"
2022-09-22 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",39,2022-09-18 00:00:00.000,4,"Thu",0,"Workday"
2022-09-29 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",40,2022-09-25 00:00:00.000,4,"Thu",0,"Workday"
2023-07-06 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",27,2023-07-02 00:00:00.000,4,"Thu",0,"Workday"
2023-07-13 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",28,2023-07-09 00:00:00.000,4,"Thu",0,"Workday"
2023-07-20 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",29,2023-07-16 00:00:00.000,4,"Thu",0,"Workday"
2023-07-27 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",30,2023-07-23 00:00:00.000,4,"Thu",0,"Workday"
2023-08-03 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",31,2023-07-30 00:00:00.000,4,"Thu",0,"Workday"
2023-08-10 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",32,2023-08-06 00:00:00.000,4,"Thu",0,"Workday"
2023-08-17 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",33,2023-08-13 00:00:00.000,4,"Thu",0,"Workday"
2023-08-24 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",34,2023-08-20 00:00:00.000,4,"Thu",0,"Workday"
2023-08-31 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",35,2023-08-27 00:00:00.000,4,"Thu",0,"Workday"
2023-09-07 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",36,2023-09-03 00:00:00.000,4,"Thu",0,"Workday"
2023-09-14 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",37,2023-09-10 00:00:00.000,4,"Thu",0,"Workday"
2023-09-21 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",38,2023-09-17 00:00:00.000,4,"Thu",0,"Workday"
2023-09-28 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",39,2023-09-24 00:00:00.000,4,"Thu",0,"Workday"
2017-07-07 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",27,2017-07-02 00:00:00.000,5,"Fri",0,"Workday"
2017-07-14 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",28,2017-07-09 00:00:00.000,5,"Fri",0,"Workday"
2017-07-21 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",29,2017-07-16 00:00:00.000,5,"Fri",0,"Workday"
2017-07-28 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",30,2017-07-23 00:00:00.000,5,"Fri",0,"Workday"
2017-08-04 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",31,2017-07-30 00:00:00.000,5,"Fri",0,"Workday"
2017-08-11 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",32,2017-08-06 00:00:00.000,5,"Fri",0,"Workday"
2017-08-18 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",33,2017-08-13 00:00:00.000,5,"Fri",0,"Workday"
2017-08-25 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",34,2017-08-20 00:00:00.000,5,"Fri",0,"Workday"
2017-09-01 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",35,2017-08-27 00:00:00.000,5,"Fri",0,"Workday"
2017-09-08 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",36,2017-09-03 00:00:00.000,5,"Fri",0,"Workday"
2017-09-15 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",37,2017-09-10 00:00:00.000,5,"Fri",0,"Workday"
2017-09-22 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",38,2017-09-17 00:00:00.000,5,"Fri",0,"Workday"
2017-09-29 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",39,2017-09-24 00:00:00.000,5,"Fri",0,"Workday"
2018-07-06 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",27,2018-07-01 00:00:00.000,5,"Fri",0,"Workday"
2018-07-13 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",28,2018-07-08 00:00:00.000,5,"Fri",0,"Workday"
2018-07-20 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",29,2018-07-15 00:00:00.000,5,"Fri",0,"Workday"
2018-07-27 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",30,2018-07-22 00:00:00.000,5,"Fri",0,"Workday"
2018-08-03 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",31,2018-07-29 00:00:00.000,5,"Fri",0,"Workday"
2018-08-10 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",32,2018-08-05 00:00:00.000,5,"Fri",0,"Workday"
2018-08-17 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",33,2018-08-12 00:00:00.000,5,"Fri",0,"Workday"
2018-08-24 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",34,2018-08-19 00:00:00.000,5,"Fri",0,"Workday"
2018-08-31 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",35,2018-08-26 00:00:00.000,5,"Fri",0,"Workday"
2018-09-07 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",36,2018-09-02 00:00:00.000,5,"Fri",0,"Workday"
2018-09-14 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",37,2018-09-09 00:00:00.000,5,"Fri",0,"Workday"
2018-09-21 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",38,2018-09-16 00:00:00.000,5,"Fri",0,"Workday"
2018-09-28 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",39,2018-09-23 00:00:00.000,5,"Fri",0,"Workday"
2019-07-05 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",27,2019-06-30 00:00:00.000,5,"Fri",0,"Workday"
2019-07-12 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",28,2019-07-07 00:00:00.000,5,"Fri",0,"Workday"
2019-07-19 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",29,2019-07-14 00:00:00.000,5,"Fri",0,"Workday"
2019-07-26 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",30,2019-07-21 00:00:00.000,5,"Fri",0,"Workday"
2019-08-02 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",31,2019-07-28 00:00:00.000,5,"Fri",0,"Workday"
2019-08-09 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",32,2019-08-04 00:00:00.000,5,"Fri",0,"Workday"
2019-08-16 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",33,2019-08-11 00:00:00.000,5,"Fri",0,"Workday"
2019-08-23 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",34,2019-08-18 00:00:00.000,5,"Fri",0,"Workday"
2019-08-30 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",35,2019-08-25 00:00:00.000,5,"Fri",0,"Workday"
2019-09-06 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",36,2019-09-01 00:00:00.000,5,"Fri",0,"Workday"
2019-09-13 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",37,2019-09-08 00:00:00.000,5,"Fri",0,"Workday"
2019-09-20 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",38,2019-09-15 00:00:00.000,5,"Fri",0,"Workday"
2019-09-27 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",39,2019-09-22 00:00:00.000,5,"Fri",0,"Workday"
2020-07-03 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",27,2020-06-28 00:00:00.000,5,"Fri",0,"Workday"
2020-07-10 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",28,2020-07-05 00:00:00.000,5,"Fri",0,"Workday"
2020-07-17 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",29,2020-07-12 00:00:00.000,5,"Fri",0,"Workday"
2020-07-24 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",30,2020-07-19 00:00:00.000,5,"Fri",0,"Workday"
2020-07-31 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",31,2020-07-26 00:00:00.000,5,"Fri",0,"Workday"
2020-08-07 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",32,2020-08-02 00:00:00.000,5,"Fri",0,"Workday"
2020-08-14 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",33,2020-08-09 00:00:00.000,5,"Fri",0,"Workday"
2020-08-21 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",34,2020-08-16 00:00:00.000,5,"Fri",0,"Workday"
2020-08-28 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",35,2020-08-23 00:00:00.000,5,"Fri",0,"Workday"
2020-09-04 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",36,2020-08-30 00:00:00.000,5,"Fri",0,"Workday"
2020-09-11 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",37,2020-09-06 00:00:00.000,5,"Fri",0,"Workday"
2020-09-18 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",38,2020-09-13 00:00:00.000,5,"Fri",0,"Workday"
2020-09-25 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",39,2020-09-20 00:00:00.000,5,"Fri",0,"Workday"
2021-07-02 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",27,2021-06-27 00:00:00.000,5,"Fri",0,"Workday"
2021-07-09 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",28,2021-07-04 00:00:00.000,5,"Fri",0,"Workday"
2021-07-16 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",29,2021-07-11 00:00:00.000,5,"Fri",0,"Workday"
2021-07-23 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",30,2021-07-18 00:00:00.000,5,"Fri",0,"Workday"
2021-07-30 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",31,2021-07-25 00:00:00.000,5,"Fri",0,"Workday"
2021-08-06 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",32,2021-08-01 00:00:00.000,5,"Fri",0,"Workday"
2021-08-13 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",33,2021-08-08 00:00:00.000,5,"Fri",0,"Workday"
2021-08-20 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",34,2021-08-15 00:00:00.000,5,"Fri",0,"Workday"
2021-08-27 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",35,2021-08-22 00:00:00.000,5,"Fri",0,"Workday"
2021-09-03 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",36,2021-08-29 00:00:00.000,5,"Fri",0,"Workday"
2021-09-10 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",37,2021-09-05 00:00:00.000,5,"Fri",0,"Workday"
2021-09-17 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",38,2021-09-12 00:00:00.000,5,"Fri",0,"Workday"
2021-09-24 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",39,2021-09-19 00:00:00.000,5,"Fri",0,"Workday"
2022-07-01 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",27,2022-06-26 00:00:00.000,5,"Fri",0,"Workday"
2022-07-08 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",28,2022-07-03 00:00:00.000,5,"Fri",0,"Workday"
2022-07-15 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",29,2022-07-10 00:00:00.000,5,"Fri",0,"Workday"
2022-07-22 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",30,2022-07-17 00:00:00.000,5,"Fri",0,"Workday"
2022-07-29 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",31,2022-07-24 00:00:00.000,5,"Fri",0,"Workday"
2022-08-05 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",32,2022-07-31 00:00:00.000,5,"Fri",0,"Workday"
2022-08-12 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",33,2022-08-07 00:00:00.000,5,"Fri",0,"Workday"
2022-08-19 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",34,2022-08-14 00:00:00.000,5,"Fri",0,"Workday"
2022-08-26 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",35,2022-08-21 00:00:00.000,5,"Fri",0,"Workday"
2022-09-02 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",36,2022-08-28 00:00:00.000,5,"Fri",0,"Workday"
2022-09-09 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",37,2022-09-04 00:00:00.000,5,"Fri",0,"Workday"
2022-09-16 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",38,2022-09-11 00:00:00.000,5,"Fri",0,"Workday"
2022-09-23 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",39,2022-09-18 00:00:00.000,5,"Fri",0,"Workday"
2022-09-30 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",40,2022-09-25 00:00:00.000,5,"Fri",0,"Workday"
2023-07-07 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",27,2023-07-02 00:00:00.000,5,"Fri",0,"Workday"
2023-07-14 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",28,2023-07-09 00:00:00.000,5,"Fri",0,"Workday"
2023-07-21 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",29,2023-07-16 00:00:00.000,5,"Fri",0,"Workday"
2023-07-28 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",30,2023-07-23 00:00:00.000,5,"Fri",0,"Workday"
2023-08-04 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",31,2023-07-30 00:00:00.000,5,"Fri",0,"Workday"
2023-08-11 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",32,2023-08-06 00:00:00.000,5,"Fri",0,"Workday"
2023-08-18 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",33,2023-08-13 00:00:00.000,5,"Fri",0,"Workday"
2023-08-25 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",34,2023-08-20 00:00:00.000,5,"Fri",0,"Workday"
2023-09-01 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",35,2023-08-27 00:00:00.000,5,"Fri",0,"Workday"
2023-09-08 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",36,2023-09-03 00:00:00.000,5,"Fri",0,"Workday"
2023-09-15 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",37,2023-09-10 00:00:00.000,5,"Fri",0,"Workday"
2023-09-22 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",38,2023-09-17 00:00:00.000,5,"Fri",0,"Workday"
2023-09-29 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",39,2023-09-24 00:00:00.000,5,"Fri",0,"Workday"
2017-04-07 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",14,2017-04-02 00:00:00.000,5,"Fri",0,"Workday"
2017-04-14 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",15,2017-04-09 00:00:00.000,5,"Fri",0,"Workday"
2017-04-21 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",16,2017-04-16 00:00:00.000,5,"Fri",0,"Workday"
2017-04-28 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",17,2017-04-23 00:00:00.000,5,"Fri",0,"Workday"
2017-05-05 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",18,2017-04-30 00:00:00.000,5,"Fri",0,"Workday"
2017-05-12 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",19,2017-05-07 00:00:00.000,5,"Fri",0,"Workday"
2017-05-19 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",20,2017-05-14 00:00:00.000,5,"Fri",0,"Workday"
2017-05-26 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",21,2017-05-21 00:00:00.000,5,"Fri",0,"Workday"
